cognate_id	lect_id	segments	confidence
vd2-07-056	mandarin	d a	1.0
vd2-07-056	cantonese	d a	1.0
vd2-08-057	mandarin	d u	1.0
vd2-08-057	cantonese	d u	1.0
vd2-09-058	mandarin	d o	1.0
vd2-09-058	cantonese	d o	1.0
vd2-10-059	mandarin	d e	1.0
vd2-10-059	cantonese	d e	1.0
vd3-01-060	mandarin	b i	1.0
vd3-01-060	cantonese	b i	1.0
vd3-02-061	mandarin	b a	1.0
vd3-02-061	cantonese	b a	1.0
vd3-03-062	mandarin	b u	1.0
vd3-03-062	cantonese	b u	1.0
vd3-04-063	mandarin	b o	1.0
vd3-04-063	cantonese	b o	1.0
vd3-05-064	mandarin	b e	1.0
vd3-05-064	cantonese	b e	1.0
vd3-06-065	mandarin	d i	1.0
vd3-06-065	cantonese	d i	1.0
vd3-07-066	mandarin	d a	1.0
vd3-07-066	cantonese	d a	1.0
vd3-08-067	mandarin	d u	1.0
vd3-08-067	cantonese	d u	1.0
vd3-09-068	mandarin	d o	1.0
vd3-09-068	cantonese	d o	1.0
vd3-10-069	mandarin	d e	1.0
vd3-10-069	cantonese	d e	1.0
vd4-01-070	mandarin	b i	1.0
vd4-01-070	cantonese	b i	1.0
vd4-02-071	mandarin	b a	1.0
vd4-02-071	cantonese	b a	1.0
vd4-03-072	mandarin	b u	1.0
vd4-03-072	cantonese	b u	1.0
vd4-04-073	mandarin	b o	1.0
vd4-04-073	cantonese	b o	1.0
vd4-05-074	mandarin	b e	1.0
vd4-05-074	cantonese	b e	1.0
vd4-06-075	mandarin	d i	1.0
vd4-06-075	cantonese	d i	1.0
vd4-07-076	mandarin	d a	1.0
vd4-07-076	cantonese	d a	1.0
vd4-08-077	mandarin	d u	1.0
vd4-08-077	cantonese	d u	1.0
vd4-09-078	mandarin	d o	1.0
vd4-09-078	cantonese	d o	1.0
vd4-10-079	mandarin	d e	1.0
vd4-10-079	cantonese	d e	1.0
