cognate_id	lect_id	segments
w071	daughter	g e ¹¹
w072	proto	k e
w072	daughter	k e ⁵⁵
w073	proto	g i n
w073	daughter	g i n ¹¹
w074	proto	k i n
w074	daughter	k i n ⁵⁵
w075	proto	g i ŋ
w075	daughter	g i ŋ ¹¹
w076	proto	k i ŋ
w076	daughter	k i ŋ ⁵⁵
w077	proto	g i
w077	daughter	g i ¹¹
w078	proto	k i
w078	daughter	k i ⁵⁵
w079	proto	g o n
w079	daughter	g o n ¹¹
w080	proto	k o n
w080	daughter	k o n ⁵⁵
w081	proto	g o ŋ
w081	daughter	g o ŋ ¹¹
w082	proto	k o ŋ
w082	daughter	k o ŋ ⁵⁵
w083	proto	g o
w083	daughter	g o ¹¹
w084	proto	k o
w084	daughter	k o ⁵⁵
w085	proto	g u n
w085	daughter	g u n ¹¹
w086	proto	k u n
w086	daughter	k u n ⁵⁵
w087	proto	g u ŋ
w087	daughter	g u ŋ ¹¹
w088	proto	k u ŋ
w088	daughter	k u ŋ ⁵⁵
w089	proto	g u
w089	daughter	g u ¹¹
w090	proto	k u
w090	daughter	k u ⁵⁵
w091	proto	z a n
w091	daughter	z a n ¹¹
w092	proto	s a n
w092	daughter	s a n ⁵⁵
w093	proto	z a ŋ
w093	daughter	z a ŋ ¹¹
w094	proto	s a ŋ
w094	daughter	s a ŋ ⁵⁵
w095	proto	z a
w095	daughter	z a ¹¹
w096	proto	s a
w096	daughter	s a ⁵⁵
w097	proto	z e n
w097	daughter	z e n ¹¹
w098	proto	s e n
w098	daughter	s e n ⁵⁵
w099	proto	z e ŋ
w099	daughter	z e ŋ ¹¹
w100	proto	s e ŋ
w100	daughter	s e ŋ ⁵⁵
w101	proto	z e
w101	daughter	z e ¹¹
w102	proto	s e
w102	daughter	s e ⁵⁵
w103	proto	z i n
w103	daughter	z i n ¹¹
w104	proto	s i n
w104	daughter	s i n ⁵⁵
w105	proto	z i ŋ
w105	daughter	z i ŋ ¹¹
w106	proto	s i ŋ
w106	daughter	s i ŋ ⁵⁵
w107	proto	z i
w107	daughter	z i ¹¹
w108	proto	s i
w108	daughter	s i ⁵⁵
w109	proto	z o n
w109	daughter	z o n ¹¹
w110	proto	s o n
w110	daughter	s o n ⁵⁵
w111	proto	z o ŋ
w111	daughter	z o ŋ ¹¹
w112	proto	s o ŋ
w112	daughter	s o ŋ ⁵⁵
w113	proto	z o
w113	daughter	z o ¹¹
w114	proto	s o
w114	daughter	s o ⁵⁵
w115	proto	z u n
w115	daughter	z u n ¹¹
w116	proto	s u n
w116	daughter	s u n ⁵⁵
w117	proto	z u ŋ
w117	daughter	z u ŋ ¹¹
w118	proto	s u ŋ
w118	daughter	s u ŋ ⁵⁵
w119	proto	z u
w119	daughter	z u ¹¹
w120	proto	s u
w120	daughter	s u ⁵⁵
w121	proto	v a n
w121	daughter	v a n ¹¹
w122	proto	f a n
w122	daughter	f a n ⁵⁵
w123	proto	v a ŋ
w123	daughter	v a ŋ ¹¹
w124	proto	f a ŋ
w124	daughter	f a ŋ ⁵⁵
w125	proto	v a
w125	daughter	v a ¹¹
w126	proto	f a
w126	daughter	f a ⁵⁵
w127	proto	v e n
w127	daughter	v e n ¹¹
w128	proto	f e n
w128	daughter	f e n ⁵⁵
w129	proto	v e ŋ
w129	daughter	v e ŋ ¹¹
w130	proto	f e ŋ
w130	daughter	f e ŋ ⁵⁵
w131	proto	v e
w131	daughter	v e ¹¹
w132	proto	f e
w132	daughter	f e ⁵⁵
w133	proto	v i n
w133	daughter	v i n ¹¹
w134	proto	f i n
w134	daughter	f i n ⁵⁵
w135	proto	v i ŋ
w135	daughter	v i ŋ ¹¹
w136	proto	f i ŋ
w136	daughter	f i ŋ ⁵⁵
w137	proto	v i
w137	daughter	v i ¹¹
w138	proto	f i
w138	daughter	f i ⁵⁵
w139	proto	v o n
w139	daughter	v o n ¹¹
w140	proto	f o n
w140	daughter	f o n ⁵⁵
w141	proto	v o ŋ
w141	daughter	v o ŋ ¹¹
w142	proto	f o ŋ
w142	daughter	f o ŋ ⁵⁵
w143	proto	v o
w143	daughter	v o ¹¹
w144	proto	f o
w144	daughter	f o ⁵⁵
w145	proto	v u n
w145	daughter	v u n ¹¹
w146	proto	f u n
w146	daughter	f u n ⁵⁵
w147	proto	v u ŋ
w147	daughter	v u ŋ ¹¹
w148	proto	f u ŋ
w148	daughter	f u ŋ ⁵⁵
w149	proto	v u
w149	daughter	v u ¹¹
w150	proto	f u
w150	daughter	f u ⁵⁵
