cognate_id	lect_id	segments	confidence	etymon_group	source_group
w043	innovator	k p a	1	history-043	synthetic-m2
w044	ancestor	k p a	1	history-044	synthetic-m2
w044	innovator	k p a	1	history-044	synthetic-m2
w045	ancestor	k p a	1	history-045	synthetic-m2
w045	innovator	k p a	1	history-045	synthetic-m2
w046	ancestor	k p a	1	history-046	synthetic-m2
w046	innovator	k p a	1	history-046	synthetic-m2
w047	ancestor	k p a	1	history-047	synthetic-m2
w047	innovator	k p a	1	history-047	synthetic-m2
w048	ancestor	k p a	1	history-048	synthetic-m2
w048	innovator	k p a	1	history-048	synthetic-m2
w049	ancestor	k p a	1	history-049	synthetic-m2
w049	innovator	k p a	1	history-049	synthetic-m2
w050	ancestor	k p a	1	history-050	synthetic-m2
w050	innovator	k p a	1	history-050	synthetic-m2
w051	ancestor	k p a	1	history-051	synthetic-m2
w051	innovator	k p a	1	history-051	synthetic-m2
w052	ancestor	k p a	1	history-052	synthetic-m2
w052	innovator	k p a	1	history-052	synthetic-m2
w053	ancestor	k p a	1	history-053	synthetic-m2
w053	innovator	k p a	1	history-053	synthetic-m2
w054	ancestor	k p a	1	history-054	synthetic-m2
w054	innovator	k p a	1	history-054	synthetic-m2
w055	ancestor	k p a	1	history-055	synthetic-m2
w055	innovator	k p a	1	history-055	synthetic-m2
w056	ancestor	k p a	1	history-056	synthetic-m2
w056	innovator	k p a	1	history-056	synthetic-m2
w057	ancestor	k p a	1	history-057	synthetic-m2
w057	innovator	k p a	1	history-057	synthetic-m2
w058	ancestor	k p a	1	history-058	synthetic-m2
w058	innovator	k p a	1	history-058	synthetic-m2
w059	ancestor	k p a	1	history-059	synthetic-m2
w059	innovator	k p a	1	history-059	synthetic-m2
w060	ancestor	k p a	1	history-060	synthetic-m2
w060	innovator	k p a	1	history-060	synthetic-m2
w061	ancestor	k p a	1	history-061	synthetic-m2
w061	innovator	k p a	1	history-061	synthetic-m2
w062	ancestor	k p a	1	history-062	synthetic-m2
w062	innovator	k p a	1	history-062	synthetic-m2
w063	ancestor	k p a	1	history-063	synthetic-m2
w063	innovator	k p a	1	history-063	synthetic-m2
