cognate_id	lect_id	segments	confidence	etymon_group	source_group
interaction-1-036	ancestor	o s p i	1	interaction-1-036	synthetic-m2
interaction-1-036	innovator	o s f i	1	interaction-1-036	synthetic-m2
interaction-1-037	ancestor	o m p i	1	interaction-1-037	synthetic-m2
interaction-1-037	innovator	o m f i	1	interaction-1-037	synthetic-m2
interaction-1-038	ancestor	o s p a	1	interaction-1-038	synthetic-m2
interaction-1-038	innovator	o s p a	1	interaction-1-038	synthetic-m2
interaction-1-039	ancestor	o m p a	1	interaction-1-039	synthetic-m2
interaction-1-039	innovator	o m p a	1	interaction-1-039	synthetic-m2
interaction-1-040	ancestor	u s p i	1	interaction-1-040	synthetic-m2
interaction-1-040	innovator	u s f i	1	interaction-1-040	synthetic-m2
interaction-1-041	ancestor	u m p i	1	interaction-1-041	synthetic-m2
interaction-1-041	innovator	u m f i	1	interaction-1-041	synthetic-m2
interaction-1-042	ancestor	u s p a	1	interaction-1-042	synthetic-m2
interaction-1-042	innovator	u s p a	1	interaction-1-042	synthetic-m2
interaction-1-043	ancestor	u m p a	1	interaction-1-043	synthetic-m2
interaction-1-043	innovator	u m p a	1	interaction-1-043	synthetic-m2
interaction-1-044	ancestor	o s p i	1	interaction-1-044	synthetic-m2
interaction-1-044	innovator	o s f i	1	interaction-1-044	synthetic-m2
interaction-1-045	ancestor	o m p i	1	interaction-1-045	synthetic-m2
interaction-1-045	innovator	o m f i	1	interaction-1-045	synthetic-m2
interaction-1-046	ancestor	o s p a	1	interaction-1-046	synthetic-m2
interaction-1-046	innovator	o s p a	1	interaction-1-046	synthetic-m2
interaction-1-047	ancestor	o m p a	1	interaction-1-047	synthetic-m2
interaction-1-047	innovator	o m p a	1	interaction-1-047	synthetic-m2
interaction-1-048	ancestor	u s p i	1	interaction-1-048	synthetic-m2
interaction-1-048	innovator	u s f i	1	interaction-1-048	synthetic-m2
interaction-1-049	ancestor	u m p i	1	interaction-1-049	synthetic-m2
interaction-1-049	innovator	u m f i	1	interaction-1-049	synthetic-m2
interaction-1-050	ancestor	u s p a	1	interaction-1-050	synthetic-m2
interaction-1-050	innovator	u s p a	1	interaction-1-050	synthetic-m2
interaction-1-051	ancestor	u m p a	1	interaction-1-051	synthetic-m2
interaction-1-051	innovator	u m p a	1	interaction-1-051	synthetic-m2
interaction-1-052	ancestor	o s p i	1	interaction-1-052	synthetic-m2
interaction-1-052	innovator	o s f i	1	interaction-1-052	synthetic-m2
interaction-1-053	ancestor	o m p i	1	interaction-1-053	synthetic-m2
interaction-1-053	innovator	o m f i	1	interaction-1-053	synthetic-m2
interaction-1-054	ancestor	o s p a	1	interaction-1-054	synthetic-m2
interaction-1-054	innovator	o s p a	1	interaction-1-054	synthetic-m2
interaction-1-055	ancestor	o m p a	1	interaction-1-055	synthetic-m2
interaction-1-055	innovator	o m p a	1	interaction-1-055	synthetic-m2
interaction-1-056	ancestor	u s p i	1	interaction-1-056	synthetic-m2
interaction-1-056	innovator	u s f i	1	interaction-1-056	synthetic-m2
interaction-1-057	ancestor	u m p i	1	interaction-1-057	synthetic-m2
interaction-1-057	innovator	u m f i	1	interaction-1-057	synthetic-m2
interaction-1-058	ancestor	u s p a	1	interaction-1-058	synthetic-m2
interaction-1-058	innovator	u s p a	1	interaction-1-058	synthetic-m2
interaction-1-059	ancestor	u m p a	1	interaction-1-059	synthetic-m2
interaction-1-059	innovator	u m p a	1	interaction-1-059	synthetic-m2
interaction-1-060	ancestor	o s p i	1	interaction-1-060	synthetic-m2
interaction-1-060	innovator	o s f i	1	interaction-1-060	synthetic-m2
interaction-1-061	ancestor	o m p i	1	interaction-1-061	synthetic-m2
interaction-1-061	innovator	o m f i	1	interaction-1-061	synthetic-m2
interaction-1-062	ancestor	o s p a	1	interaction-1-062	synthetic-m2
interaction-1-062	innovator	o s p a	1	interaction-1-062	synthetic-m2
interaction-1-063	ancestor	o m p a	1	interaction-1-063	synthetic-m2
interaction-1-063	innovator	o m p a	1	interaction-1-063	synthetic-m2
