cognate_id	lect_id	segments	confidence	etymon_group	source_group
interaction-2-035	ancestor	u m p a	1	interaction-2-035	synthetic-m2
interaction-2-035	innovator	u m p a	1	interaction-2-035	synthetic-m2
interaction-2-036	ancestor	o s p i	1	interaction-2-036	synthetic-m2
interaction-2-036	innovator	o s f i	1	interaction-2-036	synthetic-m2
interaction-2-037	ancestor	o m p i	1	interaction-2-037	synthetic-m2
interaction-2-037	innovator	o m p i	1	interaction-2-037	synthetic-m2
interaction-2-038	ancestor	o s p a	1	interaction-2-038	synthetic-m2
interaction-2-038	innovator	o s p a	1	interaction-2-038	synthetic-m2
interaction-2-039	ancestor	o m p a	1	interaction-2-039	synthetic-m2
interaction-2-039	innovator	o m p a	1	interaction-2-039	synthetic-m2
interaction-2-040	ancestor	u s p i	1	interaction-2-040	synthetic-m2
interaction-2-040	innovator	u s f i	1	interaction-2-040	synthetic-m2
interaction-2-041	ancestor	u m p i	1	interaction-2-041	synthetic-m2
interaction-2-041	innovator	u m p i	1	interaction-2-041	synthetic-m2
interaction-2-042	ancestor	u s p a	1	interaction-2-042	synthetic-m2
interaction-2-042	innovator	u s p a	1	interaction-2-042	synthetic-m2
interaction-2-043	ancestor	u m p a	1	interaction-2-043	synthetic-m2
interaction-2-043	innovator	u m p a	1	interaction-2-043	synthetic-m2
interaction-2-044	ancestor	o s p i	1	interaction-2-044	synthetic-m2
interaction-2-044	innovator	o s f i	1	interaction-2-044	synthetic-m2
interaction-2-045	ancestor	o m p i	1	interaction-2-045	synthetic-m2
interaction-2-045	innovator	o m p i	1	interaction-2-045	synthetic-m2
interaction-2-046	ancestor	o s p a	1	interaction-2-046	synthetic-m2
interaction-2-046	innovator	o s p a	1	interaction-2-046	synthetic-m2
interaction-2-047	ancestor	o m p a	1	interaction-2-047	synthetic-m2
interaction-2-047	innovator	o m p a	1	interaction-2-047	synthetic-m2
interaction-2-048	ancestor	u s p i	1	interaction-2-048	synthetic-m2
interaction-2-048	innovator	u s f i	1	interaction-2-048	synthetic-m2
interaction-2-049	ancestor	u m p i	1	interaction-2-049	synthetic-m2
interaction-2-049	innovator	u m p i	1	interaction-2-049	synthetic-m2
interaction-2-050	ancestor	u s p a	1	interaction-2-050	synthetic-m2
interaction-2-050	innovator	u s p a	1	interaction-2-050	synthetic-m2
interaction-2-051	ancestor	u m p a	1	interaction-2-051	synthetic-m2
interaction-2-051	innovator	u m p a	1	interaction-2-051	synthetic-m2
interaction-2-052	ancestor	o s p i	1	interaction-2-052	synthetic-m2
interaction-2-052	innovator	o s f i	1	interaction-2-052	synthetic-m2
interaction-2-053	ancestor	o m p i	1	interaction-2-053	synthetic-m2
interaction-2-053	innovator	o m p i	1	interaction-2-053	synthetic-m2
interaction-2-054	ancestor	o s p a	1	interaction-2-054	synthetic-m2
interaction-2-054	innovator	o s p a	1	interaction-2-054	synthetic-m2
interaction-2-055	ancestor	o m p a	1	interaction-2-055	synthetic-m2
interaction-2-055	innovator	o m p a	1	interaction-2-055	synthetic-m2
interaction-2-056	ancestor	u s p i	1	interaction-2-056	synthetic-m2
interaction-2-056	innovator	u s f i	1	interaction-2-056	synthetic-m2
interaction-2-057	ancestor	u m p i	1	interaction-2-057	synthetic-m2
interaction-2-057	innovator	u m p i	1	interaction-2-057	synthetic-m2
interaction-2-058	ancestor	u s p a	1	interaction-2-058	synthetic-m2
interaction-2-058	innovator	u s p a	1	interaction-2-058	synthetic-m2
interaction-2-059	ancestor	u m p a	1	interaction-2-059	synthetic-m2
interaction-2-059	innovator	u m p a	1	interaction-2-059	synthetic-m2
interaction-2-060	ancestor	o s p i	1	interaction-2-060	synthetic-m2
interaction-2-060	innovator	o s f i	1	interaction-2-060	synthetic-m2
interaction-2-061	ancestor	o m p i	1	interaction-2-061	synthetic-m2
interaction-2-061	innovator	o m p i	1	interaction-2-061	synthetic-m2
interaction-2-062	ancestor	o s p a	1	interaction-2-062	synthetic-m2
interaction-2-062	innovator	o s p a	1	interaction-2-062	synthetic-m2
interaction-2-063	ancestor	o m p a	1	interaction-2-063	synthetic-m2
interaction-2-063	innovator	o m p a	1	interaction-2-063	synthetic-m2
