cognate_id	lect_id	segments
s270	daughter	s u p o p a
s271	proto	p i m o g a
s271	daughter	f ts m o dz a
s272	proto	n o b u
s272	daughter	n o p u
s273	proto	n i r i l a
s273	daughter	n i r i l a
s274	proto	l a g i t a
s274	daughter	l a k i θ a
s275	proto	n a w a
s275	daughter	j a w a
s276	proto	m u r e
s276	daughter	m u r e
s277	proto	m i b i l u
s277	daughter	m i p i l β
s278	proto	l a n e g e
s278	daughter	l a n e k e
s279	proto	p e l u
s279	daughter	f ʃ l u
