cognate_id	lect_id	segments
d052	proto	m a p i
d052	daughter	m a f i
d053	proto	m a p o
d053	daughter	m a f o
d054	proto	m a p u
d054	daughter	m a f u
d055	proto	m e p a
d055	daughter	m e f a
d056	proto	m e p e
d056	daughter	m e p e
d057	proto	m e p i
d057	daughter	m e f i
d058	proto	m e p o
d058	daughter	m e p o
d059	proto	m e p u
d059	daughter	m e p u
d060	proto	m i p a
d060	daughter	m i f a
d061	proto	m i p e
d061	daughter	m i f e
d062	proto	m i p i
d062	daughter	m i p i
d063	proto	m i p o
d063	daughter	m i p o
d064	proto	m i p u
d064	daughter	m i f u
d065	proto	m o p a
d065	daughter	m o p a
d066	proto	m o p e
d066	daughter	m o f e
d067	proto	m o p i
d067	daughter	m o p i
d068	proto	m o p o
d068	daughter	m o f o
d069	proto	m o p u
d069	daughter	m o f u
d070	proto	m u p a
d070	daughter	m u p a
d071	proto	m u p e
d071	daughter	m u f e
d072	proto	m u p i
d072	daughter	m u f i
d073	proto	m u p o
d073	daughter	m u f o
d074	proto	m u p u
d074	daughter	m u p u
d075	proto	n a p a
d075	daughter	n a f a
d076	proto	n a p e
d076	daughter	n a p e
d077	proto	n a p i
d077	daughter	n a p i
d078	proto	n a p o
d078	daughter	n a f o
d079	proto	n a p u
d079	daughter	n a f u
d080	proto	n e p a
d080	daughter	n e p a
d081	proto	n e p e
d081	daughter	n e f e
d082	proto	n e p i
d082	daughter	n e p i
d083	proto	n e p o
d083	daughter	n e p o
d084	proto	n e p u
d084	daughter	n e f u
d085	proto	n i p a
d085	daughter	n i p a
d086	proto	n i p e
d086	daughter	n i f e
d087	proto	n i p i
d087	daughter	n i f i
d088	proto	n i p o
d088	daughter	n i p o
d089	proto	n i p u
d089	daughter	n i f u
d090	proto	n o p a
d090	daughter	n o p a
d091	proto	n o p e
d091	daughter	n o f e
d092	proto	n o p i
d092	daughter	n o p i
d093	proto	n o p o
d093	daughter	n o f o
d094	proto	n o p u
d094	daughter	n o p u
d095	proto	n u p a
d095	daughter	n u f a
d096	proto	n u p e
d096	daughter	n u f e
d097	proto	n u p i
d097	daughter	n u f i
d098	proto	n u p o
d098	daughter	n u f o
d099	proto	n u p u
d099	daughter	n u p u
d100	proto	l a p a
d100	daughter	l a f a
d101	proto	l a p e
d101	daughter	l a f e
d102	proto	l a p i
d102	daughter	l a f i
d103	proto	l a p o
d103	daughter	l a f o
d104	proto	l a p u
d104	daughter	l a f u
d105	proto	l e p a
d105	daughter	l e f a
d106	proto	l e p e
d106	daughter	l e p e
d107	proto	l e p i
d107	daughter	l e f i
d108	proto	l e p o
d108	daughter	l e f o
d109	proto	l e p u
d109	daughter	l e p u
d110	proto	l i p a
d110	daughter	l i p a
d111	proto	l i p e
d111	daughter	l i p e
d112	proto	l i p i
d112	daughter	l i p i
d113	proto	l i p o
d113	daughter	l i p o
d114	proto	l i p u
d114	daughter	l i f u
d115	proto	l o p a
d115	daughter	l o f a
d116	proto	l o p e
d116	daughter	l o p e
d117	proto	l o p i
d117	daughter	l o p i
d118	proto	l o p o
d118	daughter	l o p o
d119	proto	l o p u
d119	daughter	l o p u
d120	proto	l u p a
d120	daughter	l u p a
d121	proto	l u p e
d121	daughter	l u p e
d122	proto	l u p i
d122	daughter	l u f i
d123	proto	l u p o
d123	daughter	l u p o
d124	proto	l u p u
d124	daughter	l u p u
d125	proto	s a p a
d125	daughter	s a p a
d126	proto	s a p e
d126	daughter	s a p e
d127	proto	s a p i
d127	daughter	s a f i
d128	proto	s a p o
d128	daughter	s a f o
d129	proto	s a p u
d129	daughter	s a f u
d130	proto	s e p a
d130	daughter	s e p a
d131	proto	s e p e
d131	daughter	s e p e
d132	proto	s e p i
d132	daughter	s e f i
d133	proto	s e p o
d133	daughter	s e p o
d134	proto	s e p u
d134	daughter	s e f u
d135	proto	s i p a
d135	daughter	s i f a
d136	proto	s i p e
d136	daughter	s i p e
d137	proto	s i p i
d137	daughter	s i p i
d138	proto	s i p o
d138	daughter	s i f o
d139	proto	s i p u
d139	daughter	s i f u
d140	proto	s o p a
d140	daughter	s o f a
d141	proto	s o p e
d141	daughter	s o p e
d142	proto	s o p i
d142	daughter	s o p i
d143	proto	s o p o
d143	daughter	s o f o
d144	proto	s o p u
d144	daughter	s o f u
d145	proto	s u p a
d145	daughter	s u p a
d146	proto	s u p e
d146	daughter	s u p e
d147	proto	s u p i
d147	daughter	s u f i
d148	proto	s u p o
d148	daughter	s u f o
d149	proto	s u p u
d149	daughter	s u p u
d150	proto	w a p a
d150	daughter	w a p a
d151	proto	w a p e
d151	daughter	w a p e
d152	proto	w a p i
d152	daughter	w a f i
d153	proto	w a p o
d153	daughter	w a p o
d154	proto	w a p u
d154	daughter	w a p u
d155	proto	w e p a
d155	daughter	w e f a
d156	proto	w e p e
d156	daughter	w e p e
d157	proto	w e p i
d157	daughter	w e f i
d158	proto	w e p o
d158	daughter	w e f o
d159	proto	w e p u
d159	daughter	w e f u
d160	proto	w i p a
d160	daughter	w i p a
d161	proto	w i p e
d161	daughter	w i p e
d162	proto	w i p i
d162	daughter	w i f i
d163	proto	w i p o
d163	daughter	w i f o
d164	proto	w i p u
d164	daughter	w i p u
d165	proto	w o p a
d165	daughter	w o f a
d166	proto	w o p e
d166	daughter	w o p e
d167	proto	w o p i
d167	daughter	w o f i
d168	proto	w o p o
d168	daughter	w o p o
d169	proto	w o p u
d169	daughter	w o f u
d170	proto	w u p a
d170	daughter	w u p a
d171	proto	w u p e
d171	daughter	w u p e
d172	proto	w u p i
d172	daughter	w u p i
d173	proto	w u p o
d173	daughter	w u p o
d174	proto	w u p u
d174	daughter	w u f u
